"films_film_id";"title";"release_year";"country";"duration";"language";"certification";"gross";"budget";"num_user";"num_critic";"imdb_score";"num_votes";"facebook_likes"
592;"Hudson Hawk";1991;"USA";100;"English";"R";"17218080";"70000000";249;60;5.69999981;43376;0
1725;"Bloody Sunday";2002;"UK";107;"English";"R";"768045";"2000000";120;92;7.69999981;19732;0
1307;"The Iron Giant";1999;"USA";90;"English";"PG";"23159305";"70000000";514;162;8.0;128455;0
2996;"Fireproof";2008;"USA";122;"English";"PG";"33451479";"500000";215;50;6.5;17068;0
285;"Blow Out";1981;"USA";107;"English";"R";"";"18000000";149;120;7.4000001;27629;2000
1692;"Wasabi";2001;"France";94;"French";"R";"81525";"15300000";91;40;6.5999999;29392;0
3426;"Where the Wild Things Are";2009;"Germany";101;"English";"PG";"77222184";"100000000";388;333;6.80000019;87677;11000
3965;"John Carter";2012;"USA";132;"English";"PG-13";"73058679";"263700000";738;462;6.5999999;212204;24000
1166;"Without Limits";1998;"USA";117;"English";"PG-13";"777423";"25000000";57;28;7.19999981;5841;942
234;"Force 10 from Navarone";1978;"UK";126;"English";"PG";"";"5000000";80;22;6.30000019;13587;729
1143;"The Mighty";1998;"USA";100;"English";"PG-13";"2643689";"";113;57;7.30000019;10499;0
519;"A Nightmare on Elm Street 5: The Dream Child";1989;"USA";89;"English";"X";"22168359";"8000000";227;88;5.0999999;29659;1000
3105;"The Children of Huang Shi";2008;"Australia";125;"English";"R";"1027749";"40000000";33;67;7.0999999;8087;1000
2146;"George and the Dragon";2004;"USA";93;"English";"PG";"";"32000000";31;12;5.69999981;3088;290
2052;"The Real Cancun";2003;"USA";96;"English";"R";"3713002";"8000000";62;52;2.70000005;3611;131
2978;"CJ7";2008;"Hong Kong";86;"Cantonese";"PG";"206678";"";66;83;6.5;11391;1000
1582;"Jeepers Creepers";2001;"Germany";90;"English";"R";"37470017";"10000000";985;190;6.0999999;86890;0
2216;"Sideways";2004;"USA";126;"English";"R";"71502303";"12000000";835;285;7.5;149966;0
3694;"Captain America: The First Avenger";2011;"USA";124;"English";"PG-13";"176636816";"140000000";679;510;6.9000001;508818;46000
4477;"Neighbors";2014;"USA";97;"English";"R";"150056505";"18000000";397;351;6.4000001;216581;21000
4782;"The Marine 4: Moving Target";2015;"USA";90;"English";"R";"";"1950000";15;23;5.19999981;2032;620
4826;"Allegiant";2016;"USA";120;"English";"PG-13";"66002193";"110000000";144;181;5.80000019;44296;12000
910;"Trainspotting";1996;"UK";94;"English";"R";"16501785";"3500000";514;134;8.19999981;469561;21000
748;"Wyatt Earp";1994;"USA";212;"English";"PG-13";"25052000";"63000000";145;40;6.5999999;35314;0
4450;"Into the Woods";2014;"USA";125;"English";"PG";"127997349";"50000000";779;321;6.0;101178;90000
1241;"Idle Hands";1999;"USA";92;"English";"R";"4002955";"20000000";198;59;6.19999981;33745;0
4816;"Wild Card";2015;"USA";92;"English";"R";"";"30000000";114;130;5.5999999;36487;0
113;"The Party's Over";1965;"UK";94;"English";"";"";"";7;12;7.30000019;340;32
3020;"Impact Point";2008;"USA";90;"English";"R";"";"2200000";9;11;4.30000019;1118;77
1215;"Drive Me Crazy";1999;"USA";91;"English";"PG-13";"17843379";"8000000";147;59;5.69999981;14904;0
1046;"Babe: Pig in the City";1998;"Australia";97;"English";"G";"18318000";"80000000";216;61;5.80000019;24868;964
2214;"Show Me";2004;"Canada";97;"French";"R";"";"900000";5;10;6.0;369;12
4222;"Movie 43";2013;"USA";94;"English";"R";"8828771";"6000000";352;180;4.30000019;79146;25000
2801;"Evan Almighty";2007;"USA";96;"English";"PG";"100289690";"175000000";257;186;5.4000001;115099;2000
754;"Bang";1995;"USA";98;"English";"";"";"";14;10;6.4000001;438;20
1552;"Driven";2001;"USA";116;"English";"PG-13";"32616869";"72000000";346;109;4.5;34435;886
287;"Das Boot";1981;"West Germany";293;"German";"R";"11433134";"14000000";426;96;8.39999962;168203;11000
4262;"Snitch";2013;"USA";112;"English";"PG-13";"42919096";"15000000";122;238;6.5;64747;12000
4169;"Enough Said";2013;"USA";93;"English";"PG-13";"17536788";"8000000";142;231;7.0999999;49240;12000
1092;"Lock, Stock and Two Smoking Barrels";1998;"UK";120;"English";"R";"3650677";"960000";523;116;8.19999981;414976;21000
4729;"Room";2015;"Ireland";118;"English";"R";"14677654";"13000000";351;421;8.30000019;161288;72000
859;"Kingpin";1996;"USA";117;"English";"PG-13";"24944213";"27000000";185;62;6.9000001;63459;3000
2783;"Charlie Bartlett";2007;"USA";97;"English";"R";"3950294";"12000000";124;146;7.0;56654;0
2437;"The Call of Cthulhu";2005;"USA";47;"English";"";"";"50000";99;60;7.30000019;6261;0
2874;"Saw IV";2007;"USA";96;"English";"R";"63270259";"10000000";319;190;5.9000001;111087;0
2084;"Alexander";2004;"Germany";206;"English";"R";"34293771";"155000000";1390;248;5.5;138863;0
4531;"The Equalizer";2014;"USA";132;"English";"R";"101530738";"55000000";436;292;7.19999981;229574;56000
826;"Bottle Rocket";1996;"USA";91;"English";"R";"1040879";"7000000";184;83;7.0999999;54478;0
492;"Big";1988;"USA";130;"English";"PG";"114968774";"18000000";204;99;7.30000019;153468;0
4493;"Queen of the Mountains";2014;"Kyrgyzstan";135;"English";"PG-13";"";"1400000";24;16;8.69999981;3144;0
4143;"Begin Again";2013;"USA";104;"English";"R";"16168741";"8000000";182;283;7.4000001;99430;43000
1569;"Harvard Man";2001;"USA";99;"English";"R";"56007";"5500000";69;27;4.9000001;3754;113
4737;"Shark Lake";2015;"USA";92;"English";"Not Rated";"";"2000000";17;18;3.4000001;838;728
4236;"Out of Inferno";2013;"China";107;"Chinese";"PG-13";"";"";4;23;5.69999981;625;124
4226;"Now You See Me";2013;"USA";125;"English";"PG-13";"117698894";"75000000";629;384;7.30000019;447979;105000
666;"Mrs. Doubtfire";1993;"USA";125;"English";"PG-13";"219200000";"25000000";223;57;6.9000001;181380;0
4201;"Inside Llewyn Davis";2013;"USA";104;"English";"R";"13214255";"11000000";313;535;7.4000001;96233;26000
3296;"Love Happens";2009;"USA";109;"English";"PG-13";"22927390";"18000000";77;111;5.5999999;25344;0
1269;"Play It to the Bone";1999;"USA";124;"English";"R";"8427204";"24000000";59;73;5.4000001;10100;153
2674;"Snakes on a Plane";2006;"Germany";105;"English";"R";"34014398";"33000000";1033;285;5.5999999;115649;4000
2025;"Tarnation";2003;"USA";88;"English";"Unrated";"592014";"218";114;72;7.19999981;5709;754
3052;"One Missed Call";2008;"Japan";87;"English";"PG-13";"26876529";"27000000";189;141;3.9000001;26624;0
1650;"Sweet November";2001;"USA";119;"English";"PG-13";"25178165";"40000000";274;94;6.69999981;70292;8000
4905;"The Infiltrator";2016;"UK";127;"English";"R";"14946229";"25000000";29;72;7.30000019;2581;0
1355;"Bless the Child";2000;"USA";107;"English";"R";"29374178";"40000000";188;100;5.0999999;12093;394
4087;"Theresa Is a Mother";2012;"USA";105;"English";"";"";"200000";1;13;6.69999981;37;38
3369;"The Final Destination";2009;"USA";82;"English";"R";"66466372";"40000000";290;221;5.19999981;75345;0
4079;"The Three Stooges";2012;"USA";92;"English";"PG";"44328238";"";189;162;5.0999999;25484;13000
293;"Heartbeeps";1981;"USA";78;"English";"PG";"";"10000000";31;19;4.19999981;1040;425
2945;"White Noise 2: The Light";2007;"USA";99;"English";"PG-13";"";"10000000";82;62;5.69999981;11285;509
273;"Raging Bull";1980;"USA";121;"English";"R";"45250";"18000000";494;151;8.30000019;235133;0
2453;"The Hitchhiker's Guide to the Galaxy";2005;"USA";109;"English";"PG";"51019112";"50000000";1053;276;6.80000019;155745;10000
2264;"The SpongeBob SquarePants Movie";2004;"USA";87;"English";"PG";"85416609";"30000000";186;89;7.0;58906;0
2584;"Fur: An Imaginary Portrait of Diane Arbus";2006;"USA";122;"English";"R";"220914";"16800000";97;105;6.5;13239;0
3747;"Johnny English Reborn";2011;"USA";101;"English";"PG";"8129455";"45000000";142;152;6.30000019;89568;17000
3324;"Paul Blart: Mall Cop";2009;"USA";91;"English";"PG";"20819129";"26000000";201;167;5.19999981;84209;0
1899;"Van Wilder: Party Liaison";2002;"Germany";94;"English";"R";"21005329";"6000000";258;96;6.4000001;89128;0
991;"Shooting Fish";1997;"UK";99;"English";"PG";"302204";"3000000";53;43;6.5999999;6705;167
4696;"Legend";2015;"UK";132;"English";"R";"1865774";"30000000";174;260;7.0;87682;43000
279;"The Blues Brothers";1980;"USA";148;"English";"R";"54200000";"27000000";319;125;7.9000001;142448;14000
2162;"Incident at Loch Ness";2004;"UK";94;"English";"PG-13";"36830";"1400000";63;60;6.5999999;3291;400
2500;"Waiting...";2005;"USA";94;"English";"R";"16101109";"3000000";236;91;6.80000019;76467;0
1426;"Pitch Black";2000;"USA";112;"English";"R";"39235088";"23000000";805;214;7.0999999;193962;5000
4888;"Risen";2016;"USA";107;"English";"PG-13";"36874745";"20000000";117;122;6.30000019;12276;21000
1584;"Joe Dirt";2001;"USA";91;"English";"PG-13";"27087695";"17700000";205;78;5.9000001;41664;0
3501;"Grown Ups";2010;"USA";102;"English";"PG-13";"162001186";"80000000";311;179;6.0;181443;12000
2200;"Ray";2004;"USA";178;"English";"PG-13";"75305995";"40000000";433;209;7.69999981;110394;0
1179;"An Ideal Husband";1999;"UK";97;"English";"PG-13";"18535191";"14000000";132;105;6.9000001;12980;646
504;"Midnight Run";1988;"USA";126;"English";"R";"38413606";"30000000";215;77;7.5999999;54042;0
2622;"Littleman";2006;"USA";98;"English";"PG-13";"58255287";"64000000";187;78;4.30000019;39471;0
547;"Troop Beverly Hills";1989;"USA";105;"English";"PG";"8508843";"18000000";35;11;5.5;7470;0
3450;"Barry Munday";2010;"USA";95;"English";"R";"";"";20;34;5.9000001;3443;480
4053;"The Five-Year Engagement";2012;"USA";131;"English";"R";"28644770";"30000000";141;232;6.19999981;78974;11000
3897;"Amour";2012;"France";127;"French";"PG-13";"225377";"8900000";190;447;7.9000001;70382;33000
1310;"The Matrix";1999;"USA";136;"English";"R";"171383253";"63000000";3646;313;8.69999981;1217752;25000
3874;"We Bought a Zoo";2011;"USA";124;"English";"PG";"75621915";"";199;257;7.0999999;111003;22000
3200;"Angels & Demons";2009;"USA";146;"English";"PG-13";"133375846";"150000000";435;298;6.69999981;207839;0
512;"Scrooged";1988;"USA";101;"English";"PG-13";"60328558";"32000000";159;88;7.0;61396;11000
648;"Alive";1993;"USA";120;"English";"R";"36733909";"32000000";112;43;7.0999999;38949;0
148;"Beyond the Valley of the Dolls";1970;"USA";109;"English";"X";"9000000";"900000";137;101;6.19999981;7584;0
673;"RoboCop 3";1993;"USA";104;"English";"PG-13";"10696210";"23500000";180;75;3.9000001;35018;716
1823;"Rabbit-Proof Fence";2002;"Australia";94;"Aboriginal";"PG";"6165429";"6000000";249;74;7.5;23486;0
2056;"The Statement";2003;"Canada";120;"English";"R";"763044";"23000000";52;54;6.19999981;4257;188
945;"Dante's Peak";1997;"USA";108;"English";"PG-13";"67155742";"116000000";277;93;5.80000019;62271;0
2728;"The Ultimate Gift";2006;"USA";114;"English";"PG";"3420871";"";81;46;7.4000001;14100;0
2552;"Copying Beethoven";2006;"USA";104;"English";"PG-13";"352786";"11000000";86;78;6.80000019;11132;0
408;"Day of the Dead";1985;"USA";87;"English";"Unrated";"";"3500000";419;184;7.19999981;49672;3000
1639;"Session 9";2001;"USA";100;"English";"R";"373967";"1500000";481;127;6.5;43839;0
2984;"Disaster Movie";2008;"USA";88;"English";"PG-13";"14174654";"25000000";359;111;1.89999998;74945;0
2962;"Bathory: Countess of Blood";2008;"Slovakia";141;"English";"R";"";"";32;25;6.0;3425;0
2672;"Slither";2006;"Canada";95;"English";"R";"7774730";"15500000";352;251;6.5;61912;0
3750;"Justin Bieber: Never Say Never";2011;"USA";115;"English";"G";"73000942";"13000000";233;84;1.60000002;74351;62000
4633;"Christmas Eve";2015;"USA";95;"English";"PG";"";"";15;6;5.0999999;1091;0
4204;"Iron Man 3";2013;"USA";195;"English";"PG-13";"408992272";"200000000";1187;608;7.19999981;557489;95000
3278;"I Come with the Rain";2009;"France";114;"English";"Not Rated";"";"18000000";20;59;5.5;2541;342
3169;"What Just Happened";2008;"USA";104;"English";"R";"1089365";"25000000";111;137;5.69999981;23767;845
595;"My Girl";1991;"USA";102;"English";"PG-13";"59847242";"16500000";115;31;6.80000019;55895;0
4854;"Godzilla Resurgence";2016;"Japan";120;"Japanese";"";"";"";13;1;8.19999981;374;0
495;"Child's Play";1988;"USA";87;"English";"R";"33244684";"9000000";281;142;6.5;62038;0
4768;"The Good Dinosaur";2015;"USA";93;"English";"PG";"123070338";"";345;298;6.80000019;62836;20000
645;"Unforgiven";1992;"USA";131;"English";"R";"101157447";"14400000";495;131;8.30000019;277505;10000
1963;"How to Deal";2003;"USA";101;"English";"PG-13";"14108518";"16000000";95;46;5.69999981;8215;371
4868;"Kung Fu Panda 3";2016;"USA";95;"English";"PG";"143523463";"145000000";145;210;7.19999981;64322;24000
1316;"The Rage: Carrie 2";1999;"USA";104;"English";"R";"17757087";"21000000";253;85;4.5999999;13065;897
2921;"The Orphanage";2007;"Spain";105;"Spanish";"R";"7159147";"3400000";308;300;7.5;120189;11000
4859;"I Am Wrath";2016;"USA";92;"English";"R";"";"18000000";50;23;5.19999981;4510;0
3134;"The Reader";2008;"USA";124;"English";"R";"34180954";"32000000";370;299;7.5999999;189812;15000
3977;"Madagascar 3: Europe's Most Wanted";2012;"USA";93;"English";"PG";"216366733";"145000000";154;211;6.9000001;119213;17000
3410;"The Unborn";2009;"USA";89;"English";"PG-13";"42638165";"16000000";230;178;4.80000019;42182;0
4575;"Transcendence";2014;"UK";119;"English";"PG-13";"23014504";"100000000";462;355;6.30000019;172707;37000
4239;"Oz the Great and Powerful";2013;"USA";130;"English";"PG";"234903076";"215000000";511;525;6.4000001;175413;60000
840;"Eye for an Eye";1996;"USA";101;"English";"R";"53146000";"20000000";77;31;6.0999999;9845;613
4132;"Aroused";2013;"USA";66;"English";"";"";"150000";9;16;5.30000019;502;207
1707;"All About the Benjamins";2002;"USA";95;"English";"R";"25482931";"14000000";33;40;5.69999981;9693;530
4410;"Edge of Tomorrow";2014;"USA";113;"English";"PG-13";"100189501";"178000000";741;585;7.9000001;431620;77000
542;"Star Trek V: The Final Frontier";1989;"USA";107;"English";"PG";"55210049";"27800000";293;98;5.4000001;43743;0
4433;"Henry & Me";2014;"USA";67;"English";"PG";"";"10000000";1;3;6.69999981;83;165
1567;"Hardball";2001;"USA";106;"English";"PG-13";"40219708";"21000000";131;85;6.30000019;22649;0
3895;"Alien Uprising";2012;"UK";101;"English";"R";"";"2500000";82;20;3.0999999;2753;0
1454;"Tadpole";2000;"USA";78;"English";"PG-13";"2882062";"150000";101;91;6.30000019;5178;132
1741;"Confessions of a Dangerous Mind";2002;"USA";113;"English";"R";"";"29000000";276;181;7.0999999;71596;3000
698;"Baby's Day Out";1994;"USA";99;"English";"PG";"16671505";"50000000";78;22;5.9000001;33186;0
2413;"Roll Bounce";2005;"USA";112;"English";"PG-13";"17378977";"";75;55;6.0;5585;997
1237;"Happy, Texas";1999;"USA";98;"English";"PG-13";"1943649";"1700000";122;77;6.30000019;8697;374
1198;"Breakfast of Champions";1999;"USA";110;"English";"R";"175370";"12000000";133;42;4.5999999;6884;458
3316;"Obitaemyy ostrov";2009;"Russia";115;"Russian";"";"";"29500000";21;14;5.30000019;4387;240
4815;"Western Religion";2015;"USA";105;"English";"";"";"250000";4;5;4.0;146;244
1460;"The Cell";2000;"USA";109;"English";"R";"61280963";"33000000";677;225;6.30000019;79877;0
1223;"eXistenZ";1999;"Canada";115;"English";"R";"2840417";"31000000";527;196;6.80000019;77493;6000
4615;"Baahubali: The Beginning";2015;"India";159;"Telugu";"";"6498000";"18026148";410;44;8.39999962;62756;21000
1602;"Made";2001;"USA";95;"English";"R";"5308707";"5000000";165;81;6.4000001;15053;393
612;"White Fang";1991;"USA";107;"English";"PG";"34793160";"14000000";31;10;6.69999981;15730;0
471;"Malone";1987;"USA";92;"English";"R";"3060858";"10000000";37;27;5.5999999;1768;208
4735;"Secret in Their Eyes";2015;"USA";111;"English";"PG-13";"";"19500000";81;155;6.19999981;20186;0
1878;"The Rookie";2002;"USA";127;"English";"G";"75597042";"20000000";174;92;7.0;26434;0
4109;"2 Guns";2013;"USA";109;"English";"R";"75573300";"61000000";172;265;6.69999981;156898;22000
4751;"Stung";2015;"Germany";87;"English";"Not Rated";"";"2500000";23;95;5.0;3119;0
3262;"Funny People";2009;"USA";153;"English";"R";"51814190";"75000000";301;230;6.4000001;100837;0
2002;"Party Monster";2003;"USA";98;"English";"R";"296665";"5000000";158;39;6.30000019;12675;0
3483;"Eat Pray Love";2010;"USA";140;"English";"PG-13";"80574010";"60000000";302;213;5.69999981;63493;26000
1608;"Monsoon Wedding";2001;"India";114;"Hindi";"R";"13876974";"7000000";214;137;7.4000001;19397;0
1000;"Steel";1997;"USA";97;"English";"PG-13";"1686429";"16000000";62;36;2.79999995;8687;0
797;"Tank Girl";1995;"USA";104;"English";"R";"4064333";"25000000";173;60;5.19999981;24790;0
1977;"Legally Blonde 2: Red, White & Blonde";2003;"USA";95;"English";"PG-13";"89808372";"45000000";297;133;4.5999999;46417;660
389;"Sheena";1984;"UK";117;"English";"PG";"";"25000000";52;21;4.80000019;3334;739
4630;"Checkmate";2015;"USA";97;"English";"";"";"1500000";18;6;3.0999999;735;402
4926;"Zoolander 2";2016;"USA";102;"English";"PG-13";"28837115";"50000000";150;226;4.80000019;34964;28000
1745;"Cypher";2002;"USA";95;"English";"R";"";"7500000";124;82;6.80000019;27052;0
881;"Sling Blade";1996;"USA";148;"English";"R";"24475416";"890000";309;104;8.0;72443;0
2608;"Just My Luck";2006;"USA";103;"English";"PG-13";"17324744";"28000000";149;98;5.30000019;44103;0
128;"Charly";1968;"USA";103;"English";"PG";"";"";55;32;7.0999999;4998;785
4693;"Jurassic World";2015;"USA";124;"English";"PG-13";"652177271";"150000000";1290;644;7.0;418214;150000
2003;"Paycheck";2003;"USA";119;"English";"PG-13";"53789313";"60000000";347;196;6.30000019;89816;0
4760;"The Big Short";2015;"USA";130;"English";"R";"70235322";"28000000";374;426;7.80000019;182983;99000
1920;"Basic";2003;"Germany";98;"English";"R";"26536120";"50000000";286;131;6.5;49926;0
3693;"Bucky Larson: Born to Be a Star";2011;"USA";97;"English";"R";"2331318";"10000000";64;49;3.29999995;9541;0
2213;"Short Cut to Nirvana: Kumbh Mela";2004;"USA";85;"English";"Unrated";"381225";"200000";13;15;7.19999981;131;30
1093;"Lost in Space";1998;"USA";130;"English";"PG-13";"69102910";"80000000";370;102;5.0999999;58402;0
1087;"La otra conquista";1998;"Mexico";106;"Spanish";"R";"886410";"3500000";494;39;6.80000019;1024;140
4277;"The Canyons";2013;"USA";99;"English";"R";"49494";"250000";87;162;3.9000001;8511;0
439;"Legal Eagles";1986;"USA";116;"English";"PG";"49851591";"40000000";34;16;5.9000001;7900;263
635;"Radio Flyer";1992;"USA";114;"English";"PG-13";"4651977";"35000000";71;10;6.9000001;10410;892
1129;"Tango";1998;"Spain";115;"Spanish";"PG-13";"1687311";"700000000";40;35;7.19999981;2412;539
2154;"Hotel Rwanda";2004;"UK";121;"English";"PG-13";"23472900";"17500000";609;187;8.10000038;264533;12000
2982;"Definitely, Maybe";2008;"Germany";112;"English";"PG-13";"31973840";"";168;160;7.19999981;127760;0
98;"Tom Jones";1963;"UK";121;"English";"Unrated";"";"1000000";56;30;6.80000019;8508;328
