"track_name","bpm","key","mode","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%","cover_url","artist_id","date_id","spotify_tracking_id","apple_tracking_id","deezer_tracking_id","shazam_tracking_id"
"Satellite",139,"","Major",58,30,46,14,0,9,3,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,52,717,415,96
"Pass The Dutchie",151,"G","Major",73,88,67,20,0,32,5,"https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6",322,375,53,718,417,14
"Villano Antillano: Bzrp Music Sessions, Vol. 51",128,"C#","Minor",82,42,75,6,0,63,6,"https://i.scdn.co/image/ab67616d0000b273ab7954fdffcef5bb8e052f28",323,376,94,719,274,91
"Love Of My Life",118,"G","Major",56,20,54,67,0,6,5,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,99,720,105,14
"Grapejuice",183,"F","Major",65,88,72,36,14,20,3,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,101,721,210,14
"So Good",83,"D#","Minor",63,29,62,4,0,18,4,"https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0",332,377,466,722,139,14
"Belly Dancer",122,"C#","Major",85,42,80,6,0,17,14,"Not Found",333,284,103,723,418,125
"Keep Driving",165,"A","Major",72,90,48,32,0,18,23,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,105,28,212,14
"Cinema",106,"A","Minor",83,90,64,35,5,9,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,107,724,191,14
"Die Young (feat. 347aidan)",77,"B","Major",81,68,58,83,0,11,34,"https://i.scdn.co/image/ab67616d0000b273e44e304f52a82a3463ce5761",336,378,770,544,210,14
"Only Love Can Hurt Like This",91,"G#","Major",57,30,89,10,0,33,8,"https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789",338,61,109,725,419,172
"Hold My Hand",148,"G","Major",51,21,63,5,0,41,3,"https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a",340,379,110,726,420,146
"Daydreaming",114,"E","Minor",71,90,81,31,2,13,3,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,111,727,363,14
"Numb",120,"","Minor",91,63,77,12,1,10,5,"https://i.scdn.co/image/ab67616d0000b2732ff34dbc50313f8cea7b5db5",343,231,112,728,421,94
"Nos Comemos (feat. Ozuna)",92,"F#","Major",83,56,82,10,0,9,5,"Not Found",345,380,770,52,150,14
"Me and Your Mama",118,"F","Major",56,25,45,1,3,7,3,"https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea",346,381,113,729,422,14
"Crazy What Love Can Do",123,"E","Minor",60,46,71,3,0,16,4,"https://i.scdn.co/image/ab67616d0000b273ef4ed3c74eb9eac3754b60d2",348,303,114,730,204,52
"SLOW DANCING IN THE DARK",89,"D#","Major",52,28,48,54,1,19,3,"https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2",18,382,115,731,260,91
"Antes de Perderte",110,"F","Minor",81,61,93,49,0,12,11,"https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f",351,380,120,192,75,91
"Boyfriends",118,"","Major",42,32,20,94,0,11,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,554,704,188,14
"295",90,"B","Minor",68,54,76,21,0,11,20,"https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae",354,383,123,732,74,117
"Tak Ingin Usai",130,"","Major",49,14,40,82,0,11,3,"https://i.scdn.co/image/ab67616d0000b2738fa475b368164ab5eebe1a8d",357,73,128,633,74,132
"En El Radio Un Cochinero",154,"F#","Minor",70,97,62,47,0,10,4,"https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3",359,73,131,733,107,14
"Master of Puppets (Remastered)",105,"E","Minor",54,59,83,0,44,20,4,"https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa",361,384,132,734,423,14
"BREAK MY SOUL",115,"C#","Minor",70,87,88,4,0,26,8,"Not Found",362,385,134,735,424,86
"ULTRA SOLO REMIX",110,"C#","Major",91,59,82,8,0,6,8,"Not Found",364,386,136,736,425,14
"Massive",125,"E","Minor",51,5,68,12,2,15,6,"https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37",366,152,137,737,132,138
"Betty (Get Money)",102,"C#","Major",73,62,75,0,0,34,8,"https://i.scdn.co/image/ab67616d0000b273633674a4e5072dabf5173069",367,231,138,738,277,91
"Ojos Marrones",120,"G#","Minor",81,72,65,4,0,14,4,"https://i.scdn.co/image/ab67616d0000b273c6fbbdf9c172f4f68a89198a",368,365,140,739,24,134
"POP!",97,"D","Major",80,36,86,4,0,3,5,"https://i.scdn.co/image/ab67616d0000b2735fb4a9cfbeb3b7beb337ed02",369,82,143,740,226,86
"Layla",140,"F","Minor",44,41,92,0,0,44,7,"Not Found",370,387,146,741,414,14
"MORE",97,"D","Major",78,31,72,1,0,11,4,"https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2",371,388,148,742,180,14
"Last Last",88,"D#","Minor",80,55,56,13,0,8,9,"https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600",372,316,167,79,426,173
"SNAP",170,"","Major",56,52,64,11,0,45,7,"https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224",373,173,170,499,364,174
"Sticky",137,"A#","Minor",88,8,49,9,0,9,14,"https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37",366,152,172,84,246,86
"Hot Shit (feat. Ye & Lil Durk)",157,"A","Major",88,52,69,0,0,8,23,"https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b",375,388,175,595,150,14
"Ai Preto",130,"F#","Major",95,83,57,54,0,10,25,"https://i.scdn.co/image/ab67616d0000b27302c3ff07d407f3e30c395243",376,336,177,86,427,14
"La Loto",90,"C#","Major",85,80,83,10,0,8,11,"Not Found",377,90,181,95,428,14
"die first",183,"G#","Minor",44,44,67,7,0,12,13,"https://i.scdn.co/image/ab67616d0000b273fe6b11174f7eaddd74e870e0",378,82,184,605,406,14
"Afraid To Feel",128,"C#","Major",58,68,91,2,0,27,11,"https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438",379,368,186,97,429,175
"Baile no Morro",130,"D#","Minor",71,78,40,46,0,7,45,"https://i.scdn.co/image/ab67616d0000b27352cf91ed2a3ed757c6faaa8a",388,231,188,98,41,111
"cï¿½ï¿½mo dormi",126,"C#","Major",63,56,43,24,0,12,23,"Not Found",390,389,190,32,151,14
"Bad Decisions (with BTS & Snoop Dogg)",120,"","Major",77,94,87,2,0,23,12,"https://i.scdn.co/image/ab67616d0000b2738c47a33a55c6d23cc9d2cf3f",393,328,191,100,167,14
"STAYING ALIVE (feat. Drake & Lil Baby)",130,"E","Minor",72,18,46,7,0,28,8,"https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948",395,328,192,102,108,14
"Caile",122,"","Major",70,46,76,30,0,9,45,"https://i.scdn.co/image/ab67616d0000b27305c2cc3e87e9aa15d9db3dd9",397,390,193,103,210,14
"Si Te La Encuentras Por Ahï¿",172,"G#","Minor",74,46,58,15,0,13,8,"https://i.scdn.co/image/ab67616d0000b273b47e7b6440836be413b84c34",399,328,197,105,212,14
"GIVENCHY",103,"G#","Major",61,38,62,14,0,23,40,"https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4",351,139,199,109,218,14
"ALIEN SUPERSTAR",122,"A#","Minor",55,46,64,0,0,17,10,"Not Found",362,212,201,110,430,14
"Mary On A Cross",130,"B","Major",47,56,90,0,0,10,4,"https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025",404,391,203,112,368,176
"Attention",105,"A#","Minor",81,70,65,24,0,8,4,"https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209",84,333,205,115,158,91
"THE SHADE",120,"F","Major",90,73,51,39,0,9,6,"https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0",409,273,207,117,431,134
"Come Back Home - From ""Purple Hearts""""""",145,"G","Major",56,43,53,24,0,12,4,"https://i.scdn.co/image/ab67616d0000b27326af6664e24916047b68ab81",410,392,233,118,432,14
"El Rescate",99,"G","Minor",79,64,59,28,0,11,14,"https://i.scdn.co/image/ab67616d0000b2731857fd24035428986c831a7f",412,393,236,120,114,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",126,"A","Major",81,90,73,28,0,29,4,"https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67",414,88,238,123,433,14
"Siempre Pendientes",136,"","Major",77,71,75,33,1,13,4,"https://i.scdn.co/image/ab67616d0000b273093a2563368d844b2a91306f",415,394,240,125,87,14
"JGL",113,"G#","Major",70,97,59,55,0,27,12,"Not Found",417,284,242,127,88,14
"Don't You Worry",132,"B","Major",82,49,88,20,0,21,3,"Not Found",419,386,245,129,434,132
"Pipoco",135,"G#","Major",77,74,74,47,0,34,8,"Not Found",424,289,247,130,435,87
"Hold Me Closer",126,"","Major",67,49,77,11,0,19,11,"https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8",425,49,254,131,436,17
"Forget Me",102,"C#","Minor",67,72,74,30,0,36,4,"https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952",365,360,256,133,437,72
"After LIKE",125,"","Major",68,80,92,10,0,9,12,"https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5",79,395,257,135,180,166
"Bound 2",149,"C#","Major",37,28,66,14,0,9,5,"https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9",360,27,263,164,438,14
"B.O.T.A. (Baddest Of Them All) - Edit",137,"","Major",74,71,89,24,61,15,5,"Not Found",434,396,265,168,439,14
"Talk that Talk",120,"D#","Minor",77,78,91,14,0,33,12,"https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340",392,65,268,170,24,86
"BILLIE EILISH.",100,"C#","Major",90,75,50,11,0,9,26,"https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec",439,397,270,171,440,91
"Ferxxo 100",164,"G#","Minor",70,58,57,25,0,15,7,"https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb",399,336,317,173,16,86
"KU LO SA - A COLORS SHOW",93,"A#","Minor",65,79,66,31,0,22,7,"https://i.scdn.co/image/ab67616d0000b273948cc9446ba50ec454e6804f",442,231,319,175,422,117
"Prohibidox",180,"C#","Minor",65,52,80,5,0,6,25,"https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb",399,398,321,176,148,14
"Static",79,"C#","Major",34,22,31,43,63,10,7,"https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee",445,88,322,178,190,14
"Sparks",103,"C#","Major",37,17,27,75,5,10,3,"https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0",447,399,323,413,441,14
"Talk",140,"E","Minor",70,26,76,8,0,54,23,"https://i.scdn.co/image/ab67616d0000b2737aee5b36a3a60ca926bc429b",64,400,325,180,75,14
"XQ Te Pones Asï¿",92,"A#","Major",81,48,70,13,0,15,7,"Not Found",446,398,331,124,146,14
"Selfish",102,"C#","Minor",64,4,60,11,0,19,4,"https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300",451,401,333,181,74,14
"Sin Seï¿½ï",118,"B","Minor",82,75,85,33,1,11,4,"Not Found",453,393,335,183,393,91
"Lady Mi Amor",93,"D","Major",78,75,62,6,0,15,6,"https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3",399,398,336,499,150,14
"Poland",150,"F","Minor",70,26,56,14,83,11,5,"https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011",458,402,338,186,41,14
"THE LONELIEST",130,"D","Major",52,24,60,0,0,8,3,"Not Found",222,403,340,184,442,177
"Bye Bye",83,"D#","Minor",65,24,53,6,0,51,4,"https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5",460,404,342,185,158,14
"BABY OTAKU",102,"A","Major",84,43,75,5,0,6,8,"Not Found",461,405,345,241,190,14
"Nxde",136,"E","Minor",73,65,91,4,0,48,18,"https://i.scdn.co/image/ab67616d0000b273ac815bdd584468a7aa0216e1",462,220,347,188,158,138
"Miss You",145,"A","Major",66,24,58,17,0,19,5,"https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a",463,406,352,189,416,105
"we fell in love in october",130,"G","Major",57,24,37,11,18,16,3,"https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a",464,407,354,191,210,134
"2 Be Loved (Am I Ready)",156,"G","Major",72,92,77,9,0,8,11,"https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675",154,408,355,193,443,178
"Celestial",123,"D","Major",57,50,85,5,0,16,4,"https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267",466,197,357,195,374,47
"Typa Girl",132,"G","Major",92,53,62,7,0,63,10,"https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738",467,275,362,196,190,91
"California Breeze",162,"F","Minor",74,22,67,0,0,11,46,"https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695",96,404,363,198,190,87
"Bamba (feat. Aitch & BIA)",138,"A#","Major",80,82,81,14,0,13,36,"https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32",469,94,365,199,189,97
"Casei Com a Putaria",161,"A#","Minor",59,62,60,12,0,5,44,"Not Found",470,388,367,52,188,14
"Major Distribution",131,"G#","Minor",91,23,55,1,0,7,32,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,746,30,210,14
"Pussy & Millions (feat. Travis Scott)",122,"E","Minor",75,45,63,6,0,35,12,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",472,225,559,201,274,91
"Vigilante Shit",80,"E","Minor",80,16,28,17,0,12,39,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,369,203,431,14
"Question...?",109,"G","Major",75,11,50,20,0,30,17,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,370,205,218,14
"On BS",158,"A","Major",84,33,36,2,0,39,59,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,371,208,101,14
"Mastermind",126,"E","Major",66,12,35,55,0,9,14,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,372,209,190,14
"Circo Loco",104,"C#","Major",73,25,61,1,0,32,7,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,374,212,274,87
"Labyrinth",110,"","Major",48,15,31,80,22,12,4,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,375,214,210,14
"Spin Bout U",130,"G","Major",77,20,70,1,0,16,5,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,377,216,194,179
"Sweet Nothing",177,"","Major",34,39,16,97,0,12,5,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,378,238,190,86
"Would've, Could've, Should've",158,"G","Major",48,55,84,43,0,15,12,"https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058",52,56,379,668,75,14
"Con La Brisa",114,"D","Minor",62,25,44,51,33,14,3,"Not Found",487,225,381,28,101,14
"Privileged Rappers",144,"F","Major",93,62,61,0,0,12,20,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,316,218,138,14
"The Astronaut",125,"F","Major",54,22,76,0,0,14,3,"https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a",495,347,383,219,24,24
"BackOutsideBoyz",142,"F","Minor",85,40,43,4,0,39,32,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",366,225,385,221,150,14
"Broke Boys",120,"D","Major",64,11,53,1,0,25,27,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,387,222,69,14
"The Great War",96,"F","Major",57,55,74,22,0,8,4,"https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0",52,56,392,225,180,14
"My Mind & Me",144,"A","Major",60,24,39,57,0,8,3,"https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0",588,341,395,230,444,14
"Bigger Than The Whole Sky",166,"F#","Major",42,7,24,83,1,12,6,"https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0",52,56,399,283,75,14
"A Veces (feat. Feid)",92,"C#","Major",80,81,67,4,0,8,6,"Not Found",591,341,398,637,101,14
"En La De Ella",97,"C#","Major",82,67,77,8,0,12,5,"Not Found",592,343,401,479,274,14
"Alone",90,"E","Minor",61,32,67,15,0,11,5,"https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2",372,225,404,250,341,14
